"unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod"
"11","Brisson2014","Brisson et al. (2014)","Brisson, J., Martel, K., Serres, J., Sirois, S., & Adrien, J.L. (2014). Acoustic analysis of oral productions of infants later diagnosed with autism and their mother. Infant Mental Health Journal, 35, 285–295.","yes","LNJ, ND","Brisson et al. (2014)","S","social interaction","between","French","ASD","HC",13,13,"pitch","Hz",393.61,357.64,107.19,37.17,NA,NA,11,9,2,4,4.38,3.71,0.88,1.39,NA,NA,NA,NA,NA,NA,NA,NA,"conversation","French","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.448377844541119,0.157712359451449,0.4337568278713,0.147594470606678,0.21875883276298,0.0340341122550568,0.222352187315488,0.1,0.813267449365391,0.518852865649402,"between",4.045,13,"Brisson2014 S",""
"12","Chan2016","Chan et al. (2016)","Chan, K.K., & To, C.K. (2016). Do individuals with high-functioning autism who speak a tone language show intonation deficits? Journal of Autism and Developmental Disorders, 46, 1784–1792.","yes","LNJ, ND","Chan et al. (2016)","Z","spontaneous","between","Cantonese","ASD","HC",19,19,"pitch","Hz",137.67,123.24,18.69,15.19,NA,NA,19,19,0,0,318,318,25,25,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Cantonese","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.847320648188422,0.11470989843219,0.829163777155813,0.109846432840499,0.390095569449076,0.017476732784686,0.411912752547706,0.0625,1.53686965298668,0.377380439471619,"between",318,19,"Chan2016 Z",""
"13","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016)","AC","social interaction","between","English","ASD","HC",10,9,"pitch","Hz",374.15,377.08,44.61,44.13,NA,NA,5,5,5,4,12.12,11.95,0.89,0.84,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.0660136433677635,0.211225790087708,-0.0629192538348995,0.191887491434659,-0.0329431837479031,0.0524889063958936,-0.0329551087474213,0.142857142857143,-0.119735504371234,0.694904995824407,"between",12.0394736842105,9.5,"Quigley2016 AC",""
"14","Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016).1","AC","social interaction","between","English","ASD","HC",10,9,"pitch","Hz",382.26,362.96,38.05,27.55,NA,NA,5,5,5,4,18.27,18.13,0.85,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.575757485063707,0.219834707995503,0.548768852951346,0.199708239367985,0.276289441798635,0.0431890671505565,0.283660371242464,0.142857142857143,1.04430856036164,0.72322720051487,"between",18.2036842105263,9.5,"Quigley2016 AC",""
"15","Dahlgreen2018","Dahlgren et al. (2018)","Dahlgren, S., Sandberg, A. D., Strömbergsson, S., Wenhov, L., Råstam, M., & Nettelbladt, U. (2018). Prosodic traits in speech produced by children with autism spectrum disorders–Perceptual and acoustic measurements. Autism & Developmental Language Impairments, 3, 2396941518764527.","yes","LNJ, ND","Dahlgren et al. (2018)","AD","spontaneous","between","Swedish","ASD","HC",11,11,"pitch","Hz",202.25,203.98,29.98,23.02,NA,NA,10,6,1,5,11.1,11.1,1.1,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Swedish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.0647272889369748,0.18191340049848,-0.0621722643736732,0.167835268569322,-0.0323467088418403,0.0453357461373848,-0.0323579974865761,0.125,-0.117402315522489,0.598471099392311,"between",11.1,11,"Dahlgreen2018 AD",""
"16","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE","spontaneous","between","English","ASD","HC",17,17,"pitch","Hz",160.714,132.849,60.25,13.44,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.638369144783371,0.123639928897227,0.622924729990225,0.117729721578063,0.304070984214576,0.0231045377212738,0.31399925521662,0.0714285714285714,1.15787354895482,0.406759062131483,"between",571.41,17,"Fusaroli2016 AE",""
"17","Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE","social interaction","between","English","ASD","HC",17,17,"pitch","Hz",139.037,137.61,33.87,41.8,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.0375109815340257,0.117667751084348,0.0366034577872347,0.112043024429366,0.0187521928422595,0.0293859157483917,0.0187543913427692,0.0714285714285714,0.0680373944582172,0.387111384656122,"between",562.94,17,"Fusaroli2016 AE",""
"18","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF","spontaneous","between","Danish","ASD","HC",10,14,"pitch","Hz",122.918,129.357,27.34,30.41,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.220565525873436,0.172442095411984,-0.212688185663671,0.160344754534868,-0.108103019769192,0.0404606950951336,-0.10852710411034,0.142857142857143,-0.400061610601224,0.567311754603731,"between",339.4975,12,"Fusaroli2013 AF",""
"19","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG","spontaneous","between","Danish","ASD","HC",30,17,"pitch","Hz",168.55,172.32,53.26,78.89,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.05930653087082,0.0921942804536505,-0.0582956240946128,0.0890780804396083,-0.0284848206506266,0.0212334649767113,-0.0284925284555123,0.037037037037037,-0.10757014798843,0.303307025373539,"between",377.361276595745,23.5,"Fusaroli2013 AG",""
"20","Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI","spontaneous","between","Danish","ASD","HC",12,12,"pitch","Hz",217.45,173.53,102.12,38.77,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.568627492730058,0.173402858864343,0.548319367989699,0.161238117489931,0.273475419701513,0.0343335648854838,0.280616338281691,0.111111111111111,1.03137618479988,0.570472539669666,"between",302.5,12,"Fusaroli2013 AI",""
"21","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ","spontaneous","between","Danish","ASD","HC",29,38,"pitch","Hz",240.079,226.972,37.87,30.41,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.387484655532531,0.0619190283799945,0.38294381972551,0.0604763044368754,0.188543123654132,0.0136363232551492,0.190826162685485,0.0384615384615385,0.70281942185542,0.20370543833679,"between",130.851641791045,33.5,"Fusaroli2015 AJ",""
"22","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ","spontaneous","between","Danish","ASD","HC",29,38,"pitch","Hz",237.696,221,29.51,30.99,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.549910432171353,0.0630552755825148,0.543466169294345,0.0615860768853941,0.262880308372274,0.0124868826821791,0.269200033650883,0.0384615384615385,0.997427192258165,0.207443541800363,"between",130.851641791045,33.5,"Fusaroli2015 AJ",""
"23","Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).2","AK","spontaneous","between","English","ASD","HC",52,34,"pitch","Hz",236.907,204.067,70.75,64.36,NA,NA,50,31,2,3,152.21,160.23,36.2,36.57,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.480742722210377,0.0499862174538507,0.476398661467513,0.0490869335482495,0.228811727250094,0.0101688753753281,0.232935184662101,0.0204081632653061,0.87197084390541,0.164448063925445,"between",155.380697674419,43,"Fusaroli2015 AK",""
"24","Hubbard2017","Hubbard, et al. (2017)","Hubbard, D. J., Faso, D. J., Assmann, P. F., & Sasson, N. J. (2017). Production and perception of emotional prosody by adults with autism spectrum disorder. Autism Research, 10(12), 1991-2001.","yes","LNJ, ND","Hubbard, et al. (2017)","AL","spontaneous","between","English","ASD","HC",15,15,"pitch","Hz",160.662,130.537,36.135,7.434,NA,NA,15,15,0,0,328,248,72.01,23.85,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.15481543257254,0.155559978055129,1.1227372261122,0.147037787899331,0.500037311591555,0.0164042678231536,0.549355894360338,0.0833333333333333,2.09460349740795,0.511771814682087,"between",288,15,"Hubbard2017 AL",""
"25","Seidl2018","Seidl et al. (2018)","Seidl, A., Cristia, A., Soderstrom, M., Ko, E. S., Abel, E. A., Kellerman, A., & Schwichtenberg, A. J. (2018). Infant–mother acoustic–prosodic alignment and developmental risk. Journal of Speech, Language, and Hearing Research, 61(6), 1369-1380.","yes","LNJ, ND","Seidl et al. (2018)","AM","social interaction","between","English","ASD","HC",18,17,"pitch","Hz",8.01655,8.00618,0.23662,0.09927,NA,NA,12,10,6,7,15.67,15.83,3.93,3.5,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","American English","HR",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.0565554971762234,0.114424778171047,0.0552299777111557,0.10912397210221,0.0282549190135234,0.028514440666268,0.0282624416321243,0.0666666666666667,0.102580324822184,0.376442431410212,"between",15.7477142857143,17.5,"Seidl2018 AM",""
"26","Sharda2010","Sharda, et al. (2010)","Sharda, M., Subhadra, T.P., Sahay, S., Nagaraja, C., Singh, L., Mishra, R., ... Singh, N.C. (2010). Sounds of melody–pitch patterns of speech in autism. Neuroscience Letters, 478, 42–45.","yes","LNJ, ND","Sharda, et al. (2010)","A","social interaction","between","English","ASD","HC",15,10,"pitch_range","Hz",559.6,464.7,84.9,41.2,NA,NA,10,8,5,2,75.20004,87.6,17.09268,22.8,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Hindi-English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.33520342159886,0.202322030207653,1.28968512313527,0.188762482986866,0.547406033996545,0.0166799042388442,0.614669940145954,0.0833333333333333,2.42179111721937,0.665612799924928,"between",80.160024,12.5,"Sharda2010 A",""
"27","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","yes","LNJ, ND","Filipe, et al. (2014)","B","spontaneous","between","Portuguese","ASD","HC",12,17,"pitch_range","Hz",108.63,70.67,40.58,27.14,NA,NA,10,10,2,7,102.96,100.2,6.12,5.88,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation statement","Portuguese","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.14071469954252,0.164591863189105,1.10780946782495,0.1552331357611,0.489808191086391,0.0175321045414635,0.535807954458705,0.111111111111111,2.06902759680285,0.541485525771561,"between",101.342068965517,14.5,"Filipe2014 B",""
"28","Filipe2014","Filipe, et al. (2014)","Filipe, M.G., Frota, S., Castro, S.L., & Vicente, S.G. (2014). Atypical prosody in Asperger syndrome: Perceptual and acoustic measurements. Journal of Autism and Develop- mental Disorders, 44, 1972–1981.","yes","LNJ, ND","Filipe, et al. (2014).1","B","spontaneous","between","Portuguese","ASD","HC",12,17,"pitch_range","Hz",175.97,124.32,54.22,45.61,NA,NA,10,10,2,7,102.96,100.2,6.12,5.88,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation question","Portuguese","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.04767519761111,0.161081402739744,1.01745379768002,0.151922280819909,0.458547407193748,0.0192452047714946,0.495470389078583,0.111111111111111,1.900272607351,0.529936573804609,"between",101.342068965517,14.5,"Filipe2014 B",""
"29","Hubbard2007","Hubbard & Trauner (2007)","Hubbard, K., & Trauner, D.A. (2007). Intonation and emotion in autistic spectrum disorders. Journal of Psycholinguistic Research, 36, 159–173.","yes","LNJ, ND","Hubbard & Trauner (2007)","F","constrained","between","English","ASD","HC",9,10,"pitch_range","Sds",1.828,1.856,0.09,0.088,NA,NA,NA,NA,NA,NA,125.4,125.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imitation","American English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.314794987082796,0.213718897529334,-0.30003897206329,0.194152348072913,-0.155273006024634,0.0495200675086999,-0.156539236388109,0.166666666666667,-0.570974947434895,0.703106990550492,"between",125.4,9.5,"Hubbard2007 F",""
"30","Hubbard2007","Hubbard & Trauner (2007)","Hubbard, K., & Trauner, D.A. (2007). Intonation and emotion in autistic spectrum disorders. Journal of Psycholinguistic Research, 36, 159–173.","yes","LNJ, ND","Hubbard & Trauner (2007).1","G","constrained","between","English","ASD","HC",9,10,"pitch_range","Sds",1.928,1.856,0.097,0.088,NA,NA,NA,NA,NA,NA,125.4,125.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imitation","American English","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.779688059777125,0.227108834020559,0.743140181975072,0.206316399265259,0.362782013345145,0.0370776834264785,0.380085841054768,0.166666666666667,1.41419770712476,0.747158115925194,"between",125.4,9.5,"Hubbard2007 G",""
