"unique_row","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","replication","native","label_present","instruction_code","taxonomic_type","tokens_per_trial","word_types_per_cond","publication_type","main_or_baseline_study","Modality","Semantics","TrainingRule","Speech","Nonspeech","CorrectPronunciation","Mispronunciation","is_correct","n_feature","type_feature","mispron_location","scenarios","Hamlin_Lab","stimuli_type","corr_imputed","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_infant_calc"
"11","Graf-EstesLewWilliams2015","Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.","Graf Estes & Lew-Williams (2015)","yes","AKB",2,"Eight voices; inconsistent gender test voice","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,24,NA,246.564,NA,NA,NA,NA,NA,-0.32,NA,NA,0.03,NA,NA,"native",NA,NA,27.396,NA,10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.76,"Statistical word segmentation","statSeg","early_language",-0.045254833995939,0.0200426666666667,-0.0437120555642593,0.018699414600551,-0.022621626602635,0.00500297815704384,-0.02262548656979,0.0476190476190476,-0.0820831891303593,0.0659377303809668,"t_two",246.564,24,"Graf-EstesLewWilliams2015 1"
"12","Graf-EstesLewWilliams2015","Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.","Graf Estes & Lew-Williams (2015)","yes","AKB",2,"Eight voices; inconsistent gender test voice","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,24,NA,246.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,27.396,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.6124968494,"Statistical word segmentation","statSeg","early_language",NA,NA,NA,NA,NA,NA,NA,0.0476190476190476,NA,NA,"special_case",246.564,24,"Graf-EstesLewWilliams2015 1"
"13","Graf-EstesLewWilliams2015","Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.","Graf Estes & Lew-Williams (2015)","yes","AKB",3,"Two Voices Younger","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,25,NA,240.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,30.44,NA,9,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.4424864236,"Statistical word segmentation","statSeg","early_language",NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,NA,NA,"special_case",240.476,25,"Graf-EstesLewWilliams2015 1"
"14","Graf-EstesLewWilliams2015","Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.","Graf Estes & Lew-Williams (2015)","yes","AKB",3,"Two Voices Older","2","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,25,NA,340.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,27.396,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.939446376,"Statistical word segmentation","statSeg","early_language",NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,NA,NA,"special_case",340.928,25,"Graf-EstesLewWilliams2015 2"
"15","Graf-EstesLewWilliams2015","Graf Estes, K. , & Lew-Williams, C. (2015). Listening through voices: Infant statistical word segmentation across multiple speakers. Developmental psychology, 51(11), 1517.","Graf Estes & Lew-Williams (2015)","yes","AKB",4,"Two Voices Younger; Long exposure","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,25,NA,249.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,NA,27.396,NA,4,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.6990387096,"Statistical word segmentation","statSeg","early_language",NA,NA,NA,NA,NA,NA,NA,0.0454545454545455,NA,NA,"special_case",249.608,25,"Graf-EstesLewWilliams2015 1"
"16","GrafEstes2012","Graf Estes, K. (2012). Infants generalize representations of statistically segmented words. Front. Psychol., 29, October 2012.","Graf Estes (2012)","yes","AKB",1,"Consistent","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,28,NA,337.884,NA,NA,NA,NA,NA,-2.56,NA,NA,0.31,NA,NA,"native",NA,NA,39.572,NA,10,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.6076167643,"Statistical word segmentation","statSeg","early_language",-0.42857927867078,0.031307377516178,-0.416216414862969,0.0295272335468317,-0.209532758155313,0.00684055334901906,-0.212682598865747,0.04,-0.77735682317702,0.102997143640079,"t_two",337.884,28,"GrafEstes2012 1"
"17","GrafEstes2012","Graf Estes, K. (2012). Infants generalize representations of statistically segmented words. Front. Psychol., 29, October 2012.","Graf Estes (2012)","yes","AKB",1,"Inconsistent","2","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,28,NA,337.884,NA,NA,NA,NA,NA,2.41,NA,NA,0.25,NA,NA,"native",NA,NA,39.572,NA,9,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.56,"Statistical word segmentation","statSeg","early_language",0.427247335526257,0.0346882193877551,0.414922893155307,0.0327158400494166,0.208910032491775,0.00758545422183248,0.212031366392562,0.04,0.774940945548288,0.114119667578447,"t_two",337.884,28,"GrafEstes2012 2"
"18","GrafEstesGluckBastos2015","Graf Estes, K., Gluck, S. C. W., & Bastos, C. (2015). Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech. Language Learning and Development, 11(3), 252-269.","Graf Estes, Gluck, & Bastos (2015)","yes","AKB",1,"males_pw","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,14,NA,435.292,NA,9.36,8.62,2.95,2.69,-2.73,NA,NA,0.26,NA,0.939446376,"Mandarin",NA,NA,39.572,NA,8.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.939446376,"Statistical word segmentation","statSeg","early_language",0.262132960118898,0.011104578027882,0.245749650111467,0.00975988303231816,0.129955021892508,0.00263785338040443,0.13069409899642,0.0909090909090909,0.475456596408491,0.0365325973920748,"group_means_two",435.292,14,"GrafEstesGluckBastos2015 1"
"19","GrafEstesGluckBastos2015","Graf Estes, K., Gluck, S. C. W., & Bastos, C. (2015). Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech. Language Learning and Development, 11(3), 252-269.","Graf Estes, Gluck, & Bastos (2015)","yes","AKB",1,"females_pw","2","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,16,NA,435.292,NA,8.87,9.28,3.85,3.72,0.88,NA,NA,0.11,NA,0.879338064,"Mandarin",NA,NA,39.572,NA,8.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.879338064,"Statistical word segmentation","statSeg","early_language",-0.108306355630328,0.0154493128334351,-0.102504229435846,0.0138383672669385,-0.054073948130291,0.00382854692857526,-0.0541267447155341,0.0769230769230769,-0.196445998984815,0.0508262019782258,"group_means_two",435.292,16,"GrafEstesGluckBastos2015 2"
"20","GrafEstesGluckBastos2015","Graf Estes, K., Gluck, S. C. W., & Bastos, C. (2015). Flexibility in Statistical Word Segmentation: Finding Words in Foreign Speech. Language Learning and Development, 11(3), 252-269.","Graf Estes, Gluck, & Bastos (2015)","yes","AKB",2,"nonword","1","eye-tracking","familiarization","central fixation","looking_time","within_two","American English","typical",NA,NA,28,NA,426.16,NA,7.25,8.35,3.53,3.36,NA,6.47,NA,NA,NA,NA,"Mandarin",NA,NA,45.66,NA,10,NA,0.4642857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"natural",0.74,"Statistical word segmentation","statSeg","early_language",-0.319206190000932,0.0203909391381234,-0.30999831913552,0.0192315061157542,-0.157608328233681,0.00472720415355265,-0.158933147617268,0.04,-0.578975984483317,0.067083500886656,"group_means_two",426.16,28,"GrafEstesGluckBastos2015 1"
