"","study_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","r","d","d_var","corr","test_lang","stimuli_link","data_link","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","special_cases_measures","x_dif","SD_dif","contrast_sampa","audio_condition","speaker","speech_type","object_stimulus","cue_type","N_AFC","mean_comprehension_vocab","mean_production_vocab","pointing_modality","motive","correlation_type","condition_type","stimulus_naturalness","contrast_pseudoIPA","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","peripherality","Linguistic","words_to_passage","edge_alignment","familiarization_voice","familiarization_register","familiarization_affect","test_voice","test_register","indexical","rule.type","repetitions","types","tokens","expt_condition2","word_round","word_spiky","multiple_age_groups_younger_older","corr_imputed","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","dataset","short_name","mean_age","n","filename","year","all_mod","mean_age_months","age_months_floor","age_months_round","count_ages"
"11","degroote2007","De Groote, I., Roeyers, H., & Striano, T. (2007). Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants. Infant Behavior and Development, 30(3), 492-498.","De Groote et al. (2007)","yes","Kyle MacDonald",1,"3mo",NA,"eye-tracking","test_only","forced-choice","target_selection","within_one","German, Germany","typical",NA,NA,16,NA,97.34,NA,0.39,0.5,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.132530120481928,0.0630488822760923,-0.125430292598967,0.0564745887479411,-0.0661200507570491,0.0155563923324754,-0.0662166601946554,0.0769230769230769,-0.240383048272005,0.207422508665295,"group_means_one","Gaze following","gaze_following",97.34,16,"gaze_following","2007","",3.19809441672314,3,3,3
"12","degroote2007","De Groote, I., Roeyers, H., & Striano, T. (2007). Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants. Infant Behavior and Development, 30(3), 492-498.","De Groote et al. (2007)","yes","Kyle MacDonald",1,"6mo",NA,"eye-tracking","test_only","forced-choice","target_selection","within_one","German, Germany","typical",NA,NA,16,NA,200.77,NA,0.78,0.5,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378378378378378,0.0669740686632578,0.358108108108108,0.0599904843351694,0.185891668104851,0.0150670539587448,0.188078395066646,0.0769230769230769,0.686302462142677,0.22033585427925,"group_means_one","Gaze following","gaze_following",200.77,16,"gaze_following","2007","",6.59627507751699,6,7,3
"13","degroote2007","De Groote, I., Roeyers, H., & Striano, T. (2007). Gaze following as a function of affective expression in 3-, 6-and 9-month-old infants. Infant Behavior and Development, 30(3), 492-498.","De Groote et al. (2007)","yes","Kyle MacDonald",1,"9mo",NA,"eye-tracking","test_only","forced-choice","target_selection","within_one","German, Germany","typical",NA,NA,12,NA,302.98,NA,0.91,0.5,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,"looking-vocalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788461538461539,0.109236316568047,0.729326923076923,0.0934653233635355,0.366759162050394,0.0177047493349772,0.384673410402583,0.111111111111111,1.43011103718467,0.359373076919597,"group_means_one","Gaze following","gaze_following",302.98,12,"gaze_following","2007","",9.95437277972854,9,10,3
"14","markus2000","Markus, J., Mundy, P., Morales, M., Delgado, C. E., & Yale, M. (2000). Individual differences in infant skills as predictors of child_巨caregiver joint attention and language. Social Development, 9(3), 302-315.","Markus et al. (2000)","yes","Kyle MacDonald",1,"12mo","markus2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,21,NA,365.04,NA,0.66,0.333,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42173913043478,0.0957462417859393,1.36561784897025,0.088336517049389,0.579393026219469,0.00701716680700275,0.661548523953915,0.0555555555555556,2.57874953088952,0.314992509772758,"group_means_one","Gaze following","gaze_following",365.04,21,"gaze_following","2000","",11.993346885973,11,12,2
"15","markus2000","Markus, J., Mundy, P., Morales, M., Delgado, C. E., & Yale, M. (2000). Individual differences in infant skills as predictors of child_巨caregiver joint attention and language. Social Development, 9(3), 302-315.","Markus et al. (2000)","yes","Kyle MacDonald",1,"18mo","markus2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,21,NA,547.56,NA,0.81,0.333,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.385,0.183052976190476,2.2908552631579,0.168886653413963,0.766242568006869,0.00322080274701337,1.01116288196127,0.0555555555555556,4.32591148369861,0.602220153147343,"group_means_one","Gaze following","gaze_following",547.56,21,"gaze_following","2000","",17.9900203289595,17,18,2
"16","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"8mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,243.36,NA,0.19,0.333,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.680952380952381,0.0559930942073799,-0.655416666666667,0.0518723524305556,-0.322306772318114,0.0100732724374692,-0.334219163084512,0.0526315789473684,-1.23511099564521,0.184209896339923,"group_means_one","Gaze following","gaze_following",243.36,22,"gaze_following","2000","",7.99556459064868,7,8,7
"17","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"10mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,304.2,NA,0.39,0.333,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259090909090909,0.0469801840721262,0.249375,0.0435227361505682,0.128471930224703,0.0111730345811686,0.129185824701136,0.0526315789473684,0.469938926187956,0.154558610494082,"group_means_one","Gaze following","gaze_following",304.2,22,"gaze_following","2000","",9.99445573831085,9,10,7
"18","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"12mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,365.04,NA,0.66,0.333,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48636363636364,0.0956653831705485,1.430625,0.0886250088778409,0.596491912277813,0.00639369218751361,0.68768370740184,0.0526315789473684,2.69596541865722,0.314726495590648,"group_means_one","Gaze following","gaze_following",365.04,22,"gaze_following","2000","",11.993346885973,11,12,7
"19","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"15mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,456.3,NA,0.75,0.333,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,0.0893659090909091,1.337875,0.08278913671875,0.570703542719624,0.00684961986142547,0.648565595735253,0.0526315789473684,2.52118111628556,0.294002056556996,"group_means_one","Gaze following","gaze_following",456.3,22,"gaze_following","2000","",14.9916836074663,14,15,7
"20","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"18mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,547.56,NA,0.81,0.333,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.385,0.174732386363636,2.2955625,0.161873174804688,0.766242568006869,0.00307440262214912,1.01116288196127,0.0526315789473684,4.32591148369861,0.574846509822464,"group_means_one","Gaze following","gaze_following",547.56,22,"gaze_following","2000","",17.9900203289595,17,18,7
"21","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"21mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,638.82,NA,0.8,0.333,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45789473684211,0.182755603122639,2.36572368421053,0.169305932955332,0.775656550505357,0.00288820351993076,1.03437369341848,0.0526315789473684,4.45812791103884,0.601241834967646,"group_means_one","Gaze following","gaze_following",638.82,22,"gaze_following","2000","",20.9883570504528,20,21,7
"22","morales2000b","Morales, M., Mundy, P., Delgado, C. E., Yale, M., Messinger, D., Neal, R., & Schwartz, H. K. (2000). Responding to joint attention across the 6-through 24-month age period and early language acquisition. Journal of applied developmental psychology, 21(3), 283-298.","Morales et al. (2000)","yes","Kyle MacDonald",1,"24mo","morales2000long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,22,NA,730.08,NA,0.88,0.333,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90714285714286,0.392403756957328,3.760625,0.36352529296875,0.890156070572779,0.000877999650597787,1.42267707337324,0.0526315789473684,7.08677323025798,1.29095661555668,"group_means_one","Gaze following","gaze_following",730.08,22,"gaze_following","2000","",23.986693771946,23,24,7
"23","mundy1998","Mundy, Peter, and Antoinette Gomes. ""Individual differences in joint attention skill development in the second year."" Infant behavior and development 21.3 (1998): 469-482.","Mundy & Gomes (1998)","yes","Kyle MacDonald",1,"16mo","mundy1998long","eye-tracking","test_only","forced-choice","target_selection","within_one","English","typical",NA,NA,24,NA,480.58,NA,0.72,0.333,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"looking-pointing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,0.0763354166666667,1.24602272727273,0.0712194454308712,0.542031160537856,0.00672130071457501,0.607027308049916,0.0476190476190476,2.33980117986214,0.251133454764108,"group_means_one","Gaze following","gaze_following",480.58,24,"gaze_following","1998","",15.7894001930224,15,16,2
